@relation tweets

@attribute fppronouns numeric
@attribute sppronouns numeric
@attribute tppronouns numeric
@attribute coordconjs numeric
@attribute ptverbs numeric
@attribute ftverbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute cmnnouns numeric
@attribute propnouns numeric
@attribute adverbs numeric
@attribute whwords numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avgsentence numeric
@attribute avgtoken numeric
@attribute numsentence numeric
@attribute class {pop,news}


@data
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5.0,3.8,1,pop
2,4,0,0,1,0,0,0,0,0,0,10,2,2,0,2,4,7.5,3.67,4,pop
1,1,0,0,0,0,0,1,1,0,0,16,1,2,0,2,13,6.25,3.96,4,pop
0,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,16.0,3.56,1,pop
2,1,1,1,0,0,0,0,1,2,0,9,1,0,0,0,1,11.5,3.87,2,pop
4,4,0,0,3,0,0,0,0,0,0,13,0,1,0,5,6,8.5,3.0,4,pop
0,0,0,0,0,0,0,0,0,2,0,8,2,0,1,0,2,12.0,4.38,2,pop
1,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,6.0,3.44,3,pop
2,1,0,1,0,0,1,0,1,0,0,6,1,0,0,0,0,12.5,3.6,2,pop
0,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,8.67,4.15,3,pop
1,0,0,0,0,0,1,0,1,0,0,4,3,2,0,0,1,6.33,3.89,3,pop
2,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,5,6.75,3.41,4,pop
2,0,0,2,2,0,0,0,0,0,0,9,0,3,0,1,0,7.75,3.32,4,pop
1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,9.5,4.26,2,pop
1,2,0,0,0,0,0,0,0,2,0,5,1,0,0,0,1,9.0,3.83,2,pop
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,3.25,1,pop
0,2,2,0,0,0,1,0,0,0,0,6,0,1,0,0,0,7.33,3.5,3,pop
0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4.33,3.77,3,pop
1,0,1,0,0,0,1,0,1,0,0,4,1,1,0,0,1,14.0,3.5,1,pop
1,0,0,2,1,0,1,3,0,0,0,12,0,3,0,1,2,6.75,3.93,4,pop
3,2,0,2,2,0,0,0,0,0,0,10,2,1,0,1,1,7.0,3.46,4,pop
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,10.0,4.3,1,pop
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4.5,2.67,2,pop
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,6.0,4.42,2,pop
0,0,1,0,2,0,0,1,0,0,0,10,0,0,0,0,1,4.6,4.22,5,pop
0,0,1,1,0,0,3,0,1,0,0,20,1,0,0,0,0,14.33,3.95,3,pop
1,1,1,0,0,0,0,0,0,0,0,8,1,0,0,1,0,6.5,3.5,4,pop
1,2,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,6.67,4.3,3,pop
2,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,2,6.33,4.0,3,pop
0,3,0,0,1,0,0,3,1,0,0,17,1,1,0,3,1,7.75,3.48,4,pop
2,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,1,8.33,3.68,3,pop
2,0,0,2,1,0,0,0,0,0,0,7,3,2,0,1,0,9.33,3.71,3,pop
1,1,0,0,0,0,1,0,0,2,0,7,0,1,0,1,0,8.5,3.35,2,pop
2,0,3,0,0,0,0,0,1,0,1,10,0,0,0,0,0,5.4,3.19,5,pop
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,4.0,4.0,2,pop
2,2,0,0,1,0,0,0,0,0,0,11,5,1,0,2,5,5.5,2.82,6,pop
0,0,0,0,0,0,1,1,0,0,0,8,3,0,0,0,0,10.5,4.29,2,pop
2,0,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,11.5,3.0,2,pop
2,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,8.0,3.42,3,pop
2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,6.0,3.22,3,pop
0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,10.5,3.81,2,pop
0,0,0,0,0,0,0,1,0,0,0,11,5,1,0,0,2,6.75,3.41,4,pop
0,3,0,0,0,0,0,1,1,0,0,14,1,1,0,2,3,5.5,3.41,4,pop
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.0,4.33,2,pop
0,0,0,0,1,0,0,1,0,1,0,13,1,3,0,1,1,6.5,4.08,4,pop
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,10.0,4.5,1,pop
2,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,6.67,3.85,3,pop
1,2,1,1,0,0,0,0,0,0,0,10,0,2,0,0,1,8.67,3.54,3,pop
1,1,0,1,0,0,1,0,0,0,0,5,0,3,0,0,0,5.75,4.61,4,pop
0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,3.5,4.14,2,pop
1,2,1,0,0,1,0,0,0,0,0,9,2,0,1,1,1,10.0,3.67,3,pop
0,0,0,0,0,0,1,0,0,0,0,8,1,1,0,0,0,10.5,4.33,2,pop
1,1,0,0,0,0,1,0,0,0,0,10,0,3,0,1,0,7.25,3.38,4,pop
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,3.9,2,pop
0,2,1,0,0,0,0,0,0,0,0,10,0,4,0,0,7,6.5,3.46,4,pop
2,0,0,0,0,1,0,0,0,0,0,8,1,1,0,0,1,7.75,3.35,4,pop
2,0,1,0,0,0,0,0,0,0,0,8,2,3,0,1,1,9.67,3.21,3,pop
0,0,0,0,0,0,1,1,0,0,0,7,2,1,0,0,1,6.0,3.06,3,pop
0,1,0,0,1,0,0,0,0,0,0,15,0,3,0,3,1,5.5,4.0,4,pop
1,0,0,0,0,0,1,1,1,0,0,7,3,1,1,0,0,6.33,3.53,3,pop
2,1,0,0,0,1,0,0,0,2,0,10,0,0,0,0,1,10.5,4.1,2,pop
0,0,0,1,0,0,0,1,0,0,0,7,5,0,0,0,0,25.0,3.52,1,pop
2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,6.67,4.15,3,pop
1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,3.0,3.44,3,pop
0,0,0,0,0,0,2,0,0,0,0,7,3,0,0,0,0,3.75,3.67,4,pop
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,10.0,4.0,1,pop
4,1,2,1,0,0,0,0,0,0,0,4,0,3,0,1,0,14.5,2.76,2,pop
1,3,0,0,1,0,0,0,1,0,0,13,1,1,0,1,1,6.0,3.33,5,pop
1,0,0,0,0,0,0,1,0,0,2,8,1,3,1,0,0,6.25,3.36,4,pop
4,0,1,0,0,0,1,0,0,0,0,7,2,1,0,0,2,11.0,3.06,3,pop
0,1,1,1,1,0,0,1,0,0,0,10,1,1,0,0,2,10.0,4.8,2,pop
1,0,2,0,0,0,0,0,0,0,0,5,1,1,0,0,1,11.5,3.26,2,pop
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2.5,3.2,2,pop
1,1,0,1,0,0,0,1,0,0,0,9,0,1,1,0,0,12.5,3.64,2,pop
1,1,1,0,0,0,0,1,0,0,0,6,1,3,0,1,1,8.33,3.24,3,pop
0,4,0,0,1,0,0,2,1,0,0,11,2,0,1,1,8,4.33,3.35,6,pop
0,0,1,0,0,0,2,1,1,0,0,7,5,1,0,0,0,8.0,3.67,3,pop
1,1,1,1,2,0,1,1,0,1,0,9,0,2,0,1,4,12.0,4.29,2,pop
1,2,0,0,0,0,0,3,1,0,0,15,3,2,0,1,4,7.75,3.39,4,pop
2,0,0,1,0,0,0,0,1,0,0,9,1,5,0,1,0,9.0,3.85,3,pop
1,1,1,0,1,0,1,0,1,0,0,5,0,2,1,1,0,8.5,4.76,2,pop
1,0,0,0,1,1,0,0,1,0,0,8,0,0,0,0,1,12.5,3.64,2,pop
1,3,0,0,3,0,1,1,1,0,0,9,1,5,0,1,1,14.0,3.61,2,pop
2,3,0,0,0,0,0,1,0,0,1,11,0,3,1,2,2,6.2,3.42,5,pop
1,1,1,1,0,0,1,0,0,0,0,7,1,0,0,0,0,11.5,3.78,2,pop
0,2,3,0,2,0,1,0,0,0,0,5,1,2,1,0,0,9.67,3.55,3,pop
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,6.0,4.75,2,pop
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,10.0,4.7,1,pop
3,2,0,0,2,0,0,2,0,1,0,11,0,1,0,1,1,14.0,3.71,2,pop
1,3,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,6.67,3.45,3,pop
0,0,0,1,0,0,2,1,0,0,0,4,0,1,0,0,0,5.0,4.4,2,pop
2,0,0,0,3,0,1,0,1,0,1,8,3,2,0,0,2,6.75,3.26,4,pop
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6.0,3.08,2,pop
0,0,1,0,0,0,1,1,0,0,0,6,3,1,0,0,1,7.0,3.52,3,pop
0,1,0,0,0,1,0,0,0,2,0,5,0,0,0,0,1,6.0,3.75,2,pop
0,0,0,0,0,0,0,0,1,2,0,3,5,1,1,0,0,20.0,4.4,1,pop
0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,4.25,2.53,4,pop
1,4,0,0,1,0,1,2,0,1,0,8,1,3,0,1,1,7.0,3.36,4,pop
1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5.0,3.4,2,pop
0,1,1,1,0,1,0,0,2,0,0,5,3,1,0,0,2,12.0,3.75,2,pop
0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,9.5,3.53,2,pop
0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,8.0,5.38,1,pop
0,4,0,1,2,0,0,0,0,0,0,9,2,0,0,4,2,10.0,3.67,3,pop
1,1,0,1,0,0,0,0,0,0,0,7,3,2,0,0,1,12.5,4.44,2,pop
1,1,0,0,0,0,0,1,0,0,0,6,6,0,1,0,0,12.5,3.56,2,pop
0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4.67,3.14,3,pop
1,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,8.0,3.79,3,pop
1,2,1,0,0,0,0,0,0,0,1,7,1,1,0,0,0,4.6,3.65,5,pop
0,0,0,0,0,0,2,1,1,0,0,6,1,0,0,0,0,10.0,4.2,1,pop
1,0,0,1,1,0,0,1,0,0,0,7,0,0,0,0,0,9.0,3.89,2,pop
0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,4.0,3.31,4,pop
1,0,0,0,0,0,0,1,1,0,0,7,1,0,1,0,1,5.0,4.07,3,pop
0,0,0,1,1,0,5,0,0,0,0,5,8,2,0,0,0,11.0,4.77,2,pop
0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,22.0,3.36,1,pop
1,0,0,1,2,0,0,0,0,0,0,8,0,1,0,0,0,12.5,4.52,2,pop
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4.0,2.63,2,pop
2,0,1,1,0,0,0,0,0,0,1,11,0,0,0,0,3,6.67,4.25,3,pop
0,1,1,0,1,0,0,0,0,0,0,3,1,2,0,1,0,5.67,3.29,3,pop
1,0,2,1,5,0,1,0,1,0,0,7,5,0,0,0,0,8.0,3.28,4,pop
2,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,11.0,4.05,2,pop
0,1,0,0,0,0,1,1,0,0,0,9,6,0,0,0,1,14.0,3.11,2,pop
0,0,0,0,0,0,2,0,1,0,0,2,4,0,0,0,0,9.0,4.33,1,pop
1,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,8.67,3.54,3,pop
0,2,1,0,0,0,0,0,1,0,0,14,1,3,0,1,3,6.75,3.52,4,pop
0,1,0,0,0,0,1,0,0,0,1,5,2,1,1,0,0,10.5,3.57,2,pop
0,0,1,0,0,0,0,1,1,0,0,12,1,0,0,1,1,4.2,4.48,5,pop
1,0,1,1,0,0,0,1,0,0,0,9,3,1,0,0,0,8.33,3.72,3,pop
0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,3.5,6.14,2,pop
0,2,0,0,0,0,0,1,1,0,1,10,1,3,0,1,1,5.4,3.59,5,pop
1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,4.67,2.71,3,pop
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3.0,9.67,1,pop
1,0,2,0,1,0,1,0,0,0,0,11,1,0,1,0,0,14.5,3.72,2,pop
1,4,0,0,1,0,0,2,0,1,0,15,0,2,0,1,18,5.8,3.52,5,pop
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,2.5,1,pop
0,0,1,1,0,1,1,0,0,0,0,10,0,0,0,0,0,8.0,3.79,3,pop
2,0,0,1,0,0,0,0,1,0,0,8,3,1,1,0,2,8.67,3.81,3,pop
1,3,0,0,2,0,0,0,0,0,0,12,2,1,0,0,2,6.5,3.96,4,pop
1,1,1,0,2,0,0,1,1,0,0,12,0,1,0,0,3,5.2,3.88,5,pop
0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,7.0,4.67,3,pop
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,4.5,4.11,2,pop
0,1,0,0,0,0,0,0,0,0,1,6,3,0,0,0,1,9.5,3.95,2,pop
2,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,10.5,3.86,2,pop
0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,6.0,4.5,2,pop
1,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,11.5,3.52,2,pop
1,1,1,0,0,0,0,0,1,0,0,7,1,1,0,0,0,7.33,2.68,3,pop
0,0,0,1,0,0,0,1,0,0,0,9,0,1,0,0,0,7.0,3.67,3,pop
0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,0,0,16.0,2.94,1,pop
0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,8.0,3.31,2,pop
5,1,0,1,1,1,0,1,0,1,0,14,0,1,0,2,4,9.0,3.56,3,pop
0,2,0,1,0,0,0,0,0,0,1,7,0,2,0,0,0,5.25,3.24,4,pop
0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,8.0,3.88,2,pop
3,3,1,0,2,0,0,0,0,0,0,9,0,1,0,0,0,15.5,2.68,2,pop
0,0,0,0,0,0,1,1,0,0,0,7,4,0,0,0,1,7.0,3.86,3,pop
2,1,1,1,1,0,0,0,1,0,0,13,2,0,1,2,6,10.33,3.45,3,pop
3,1,1,1,4,0,1,1,0,0,0,10,1,1,0,1,4,7.25,3.41,4,pop
2,1,1,0,1,0,0,0,1,0,0,4,1,0,1,0,0,5.33,2.63,3,pop
0,1,0,0,0,0,1,0,0,0,0,7,3,0,0,0,0,9.0,3.89,2,pop
1,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,8.0,3.92,3,pop
0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,11.0,5.18,1,pop
1,2,0,0,0,0,0,0,0,2,0,5,1,0,1,0,0,8.0,4.42,3,pop
1,1,0,0,0,0,0,0,1,0,2,11,2,2,0,0,0,5.6,3.07,5,pop
0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,23.0,3.91,1,pop
2,0,1,1,2,0,0,1,0,0,0,7,0,0,0,0,0,10.5,4.05,2,pop
0,0,1,0,0,0,0,1,1,0,0,8,2,0,0,0,0,6.67,4.3,3,pop
0,1,0,0,1,0,1,0,0,0,1,8,2,0,0,0,0,9.33,3.79,3,pop
1,0,1,0,2,0,0,0,0,0,0,5,2,0,0,0,0,4.33,3.23,3,pop
1,0,1,1,1,0,0,0,1,0,0,8,0,1,0,0,0,7.67,3.87,3,pop
0,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,11.0,4.73,2,pop
2,0,0,2,0,1,1,0,0,0,2,13,0,1,0,0,0,8.75,2.89,4,pop
1,1,0,0,0,0,0,0,1,0,1,5,1,0,0,1,0,7.0,3.95,3,pop
3,1,2,0,1,0,1,0,1,2,0,17,4,0,0,0,0,12.0,3.13,4,pop
2,0,0,1,0,1,0,0,1,0,1,9,1,0,0,0,1,8.67,3.42,3,pop
4,2,0,1,0,0,0,0,0,0,0,12,1,0,0,0,1,10.33,3.32,3,pop
0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1,4.0,3.38,2,pop
2,0,0,1,2,0,0,0,1,0,0,11,1,0,0,0,1,8.67,3.65,3,pop
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.5,1,pop
2,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,12.0,4.25,2,pop
1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,8.0,3.19,2,pop
0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,5.0,6.8,1,pop
1,0,0,0,0,0,1,0,0,0,1,12,3,3,0,0,4,7.75,3.32,4,pop
0,0,0,0,0,0,1,0,1,0,0,6,3,1,0,0,0,8.5,4.41,2,pop
0,2,1,0,2,0,0,0,0,0,0,10,1,4,0,2,1,6.25,4.12,4,pop
0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,9.0,6.39,2,pop
2,0,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,8.0,3.63,3,pop
0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,1,8.0,4.0,2,pop
0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,8.0,5.63,1,pop
0,0,0,1,0,0,1,0,0,0,0,9,1,0,0,0,4,21.0,4.95,1,pop
1,1,2,0,1,0,0,0,0,0,0,8,1,2,0,1,0,8.25,2.97,4,pop
0,1,1,1,0,0,0,0,0,0,0,10,2,1,0,0,1,12.0,4.63,2,pop
0,0,0,0,0,0,1,0,1,0,0,5,6,0,1,0,2,11.5,3.43,2,pop
0,0,1,1,2,1,0,0,0,0,0,3,0,1,0,0,0,6.5,3.62,2,pop
2,0,1,0,1,0,0,1,0,0,0,9,1,3,0,0,2,4.14,3.69,7,pop
4,1,0,1,0,0,0,0,1,0,0,9,2,0,0,3,1,7.25,3.07,4,pop
4,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,1,27.0,3.11,1,pop
0,0,0,0,0,0,1,1,0,0,0,12,3,0,0,0,1,12.5,3.64,2,pop
0,0,0,0,0,1,0,0,0,2,0,8,3,1,0,0,1,8.33,4.36,3,pop
0,1,0,1,0,0,0,0,1,0,0,9,2,1,0,1,1,8.0,3.79,3,pop
1,1,2,0,2,0,0,1,1,0,0,12,1,1,0,0,3,7.0,3.64,4,pop
1,1,1,1,1,0,0,2,0,1,0,11,0,2,0,1,2,6.0,3.63,4,pop
1,1,0,0,0,0,0,1,0,0,1,6,2,2,1,1,1,5.2,3.46,5,pop
2,1,2,1,1,0,0,0,0,2,0,9,0,0,0,0,2,8.67,3.62,3,pop
2,4,0,0,1,0,0,2,0,0,0,13,0,0,1,0,11,6.6,3.18,5,pop
1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,7.0,4.0,1,pop
1,2,0,0,1,0,0,1,1,1,0,5,0,3,0,0,3,6.33,3.32,3,pop
0,5,0,1,1,0,2,2,1,1,0,7,2,2,0,2,1,9.67,3.66,3,pop
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3.0,3.75,4,pop
4,0,1,0,3,0,2,0,0,0,0,9,0,1,0,0,2,14.0,3.43,2,pop
1,0,1,0,1,0,0,1,0,0,1,12,1,0,0,0,1,4.5,3.74,6,pop
0,1,0,0,0,0,0,0,1,0,1,7,1,1,0,0,1,6.33,4.79,3,pop
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6.0,4.33,1,pop
0,1,0,0,0,0,0,0,0,0,0,6,2,1,0,1,0,4.75,3.05,4,pop
0,1,1,0,0,0,0,0,0,0,0,9,0,2,0,1,1,6.75,3.37,4,pop
